中文名称,中文别称,指标类别,指标层级,一级业务主题,指标编码,指标定义,业务口径,计算公式,关联基础指标或复合指标,维度,基础计量单位,业务主责部门
平台退单率,,复合指标,T2,仓储物流,LOD.00.000.007,按照平台退货单号考虑退单率的情况,"自有仓取WMS系统，非自有仓取OMS系统，
筛选条件范围内的平台退货单号去重/出库平台单号去重*100%，
备注：按支付时间来统计",|,,"时间,品牌,仓库,商品",%,物流
退货周期,,复合指标,T2,仓储物流,LOD.00.000.008,按支付时间整体查看退货的周期分布,"自有仓取WMS系统，非自有仓取OMS系统，
拆包入库日期-支付日期+1",|,,"时间,品牌,仓库,商品",天,物流
退货件数占比,,复合指标,T2,仓储物流,LOD.00.000.009,按支付时间整体查看退货的周期分布,"自有仓取WMS系统，非自有仓取OMS系统，
某退货周期的退货件数/总退货件数*100%，退货周期公式=拆包入库日期-支付日期+1",|,,"时间,品牌,仓库,商品",%,物流
退货包裹数占比,,复合指标,T2,仓储物流,LOD.00.000.010,按支付时间整体查看退货的周期分布,"自有仓取WMS系统，非自有仓取OMS系统，
某退货周期的退货包裹数/总退货包裹数*100%，退货周期公式=拆包入库日期-支付日期+1",|,,"时间,品牌,仓库,商品",%,物流
平台退货单数占比,,复合指标,T2,仓储物流,LOD.00.000.011,按支付时间整体查看退货的周期分布,"自有仓取WMS系统，非自有仓取OMS系统，
某退货周期的平台退货单数/总平台退货单数*100%，退货周期公式=拆包入库日期-支付日期+1",|,,"时间,品牌,仓库,商品",%,物流
出库件数,出库数、出库总件数、已出库-已发件数（已出件数即已出库的件数）、已发件数、已发货件数、实际件数,原子指标,T1,仓储物流,LOD.00.000.012,指从仓库中发出的商品数量。,筛选条件下，商品件数直接汇总，取已完结的订单,无,,"时间,店铺,商品,仓库",件,物流
出库件数占比,,原子指标,T2,仓储物流,LOD.00.000.013,指出库的件数占总件数的比例。,筛选条件下，某维度的出库件数/所有出库件数*100%,无,,"时间,店铺,商品,仓库",%,物流
出库单数,已出库-小计（已出单量即已出库的订单数）、出库总单量、已发单量、已发货订单数、总控表-已发量、品牌发货-已发、实际单数,原子指标,T1,仓储物流,LOD.00.000.014,指商品从仓库出库的单据数量。每一次商品出库，都需要填写一份出库单，记录商品的名称、数量、出库时间、接收方等信息。出库单数可以反映出仓库的出货量和出货频率。,筛选条件下，按WMS单号进行去重,无,,"时间,店铺,商品,仓库",单,物流
出库单数占比,已出库-已发占比,复合指标,T2,仓储物流,LOD.00.000.015,指出库的单数占总订单数的比例。,筛选条件下，某维度的出库单数/所有出库单数*100%,无,,"时间,店铺,商品,仓库",%,物流
出库客单件,已出库-客单件、客单件、实际客单数、实际客单件,复合指标,T2,仓储物流,LOD.00.000.016,指出库环节每个顾客平均购买的商品件数。,出库的商品件数/出库订单数,无,,"时间,店铺,商品,仓库",单,物流
出库时效,出库时效,复合指标,T1,仓储物流,LOD.00.000.017,指的是从接到订单到商品离开仓库（即完成出库）所需的时间。这个指标反映了仓库处理订单的速度和效率，是衡量物流服务水平的重要指标之一。,WMS【发运订单表】发货时间-创建时间,无,,"时间,店铺,商品,仓库",时,物流
交接时效,交接时效,复合指标,T1,仓储物流,LOD.00.000.018,指的是从复核出库到快递交接所需的时间。,WMS【发运订单表】快递交接时间-发货时间,无,,"时间,店铺,商品,仓库",时,物流
发货时效,发货时效,复合指标,T1,仓储物流,LOD.00.000.019,指的是从支付到复核出库所需的时间。,WMS【发运订单表】发货时间-支付时间,无,,"时间,店铺,商品,仓库",时,物流
审单时效,审单时效,复合指标,T1,仓储物流,LOD.00.000.020,指的是从支付到wms创建所需的时间。,WMS【发运订单表】创建时间-支付时间,无,,"时间,店铺,商品,仓库",时,物流
揽收时效,,复合指标,T1,仓储物流,LOD.00.000.021,指包裹从快递交接到快递公司进行揽收的时长,TMS揽收时间-TMS快递交接时间,无,,"时间,店铺,商品,仓库",时,物流
揽签时效,,复合指标,T1,仓储物流,LOD.00.000.022,指包裹从快递揽收到签收的时长,TMS签收时间-TMS揽收时间,无,,"时间,店铺,商品,仓库",时,物流
